yearid,lgid,teamid,franchid,divid,rank,wswin,name,park,attendance,teamidbr
1980,AL,SEA,SEA,W,7,N,Seattle Mariners,Kingdome,836204,SEA
1980,NL,SFN,SFG,W,5,N,San Francisco Giants,Candlestick Park,1096115,SFG
1980,NL,SLN,STL,E,4,N,St. Louis Cardinals,Busch Stadium II,1385147,STL
1980,AL,TEX,TEX,W,4,N,Texas Rangers,Arlington Stadium,1198175,TEX
1980,AL,TOR,TOR,E,7,N,Toronto Blue Jays,Exhibition Stadium,1400327,TOR
1981,NL,ATL,ATL,W,5,N,Atlanta Braves,Atlanta-Fulton County Stadium,535418,ATL
1981,AL,BAL,BAL,E,2,N,Baltimore Orioles,Memorial Stadium,1024247,BAL
1981,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,1060379,BOS
1981,AL,CAL,ANA,W,5,N,California Angels,Anaheim Stadium,1441545,CAL
1981,AL,CHA,CHW,W,3,N,Chicago White Sox,Comiskey Park,946651,CHW
1981,NL,CHN,CHC,E,6,N,Chicago Cubs,Wrigley Field,565637,CHC
1981,NL,CIN,CIN,W,1,N,Cincinnati Reds,Riverfront Stadium,1093730,CIN
1981,AL,CLE,CLE,E,6,N,Cleveland Indians,Cleveland Stadium,661395,CLE
1981,AL,DET,DET,E,3,N,Detroit Tigers,Tiger Stadium,1149144,DET
1981,NL,HOU,HOU,W,3,N,Houston Astros,Astrodome,1321282,HOU
1981,AL,KCA,KCR,W,4,N,Kansas City Royals,Royals Stadium,1279403,KCR
1981,NL,LAN,LAD,W,2,Y,Los Angeles Dodgers,Dodger Stadium,2381292,LAD
1981,AL,MIN,MIN,W,7,N,Minnesota Twins,Metropolitan Stadium,469090,MIN
1981,AL,ML4,MIL,E,1,N,Milwaukee Brewers,County Stadium,874292,MIL
1981,NL,MON,WSN,E,2,N,Montreal Expos,Stade Olympique,1534564,MON
1981,AL,NYA,NYY,E,4,N,New York Yankees,Yankee Stadium II,1614353,NYY
1981,NL,NYN,NYM,E,5,N,New York Mets,Shea Stadium,704244,NYM
1981,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,1304052,OAK
1981,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,1638752,PHI
1981,NL,PIT,PIT,E,4,N,Pittsburgh Pirates,Three Rivers Stadium,541789,PIT
1981,NL,SDN,SDP,W,6,N,San Diego Padres,Jack Murphy Stadium,519161,SDP
1981,AL,SEA,SEA,W,6,N,Seattle Mariners,Kingdome,636276,SEA
1981,NL,SFN,SFG,W,4,N,San Francisco Giants,Candlestick Park,632274,SFG
1981,NL,SLN,STL,E,1,N,St. Louis Cardinals,Busch Stadium II,1010247,STL
1981,AL,TEX,TEX,W,2,N,Texas Rangers,Arlington Stadium,850076,TEX
1981,AL,TOR,TOR,E,7,N,Toronto Blue Jays,Exhibition Stadium,755083,TOR
1982,NL,ATL,ATL,W,1,N,Atlanta Braves,Atlanta-Fulton County Stadium,1801985,ATL
1982,AL,BAL,BAL,E,2,N,Baltimore Orioles,Memorial Stadium,1613031,BAL
1982,AL,BOS,BOS,E,3,N,Boston Red Sox,Fenway Park II,1950124,BOS
1982,AL,CAL,ANA,W,1,N,California Angels,Anaheim Stadium,2807360,CAL
1982,AL,CHA,CHW,W,3,N,Chicago White Sox,Comiskey Park,1567787,CHW
1982,NL,CHN,CHC,E,5,N,Chicago Cubs,Wrigley Field,1249278,CHC
1982,NL,CIN,CIN,W,6,N,Cincinnati Reds,Riverfront Stadium,1326528,CIN
1982,AL,CLE,CLE,E,6,N,Cleveland Indians,Cleveland Stadium,1044021,CLE
1982,AL,DET,DET,E,4,N,Detroit Tigers,Tiger Stadium,1636058,DET
1982,NL,HOU,HOU,W,5,N,Houston Astros,Astrodome,1558555,HOU
1982,AL,KCA,KCR,W,2,N,Kansas City Royals,Royals Stadium,2284464,KCR
1982,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3608881,LAD
1982,AL,MIN,MIN,W,7,N,Minnesota Twins,Hubert H Humphrey Metrodome,921186,MIN
1982,AL,ML4,MIL,E,1,N,Milwaukee Brewers,County Stadium,1978896,MIL
1982,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,2318292,MON
1982,AL,NYA,NYY,E,5,N,New York Yankees,Yankee Stadium II,2041219,NYY
1982,NL,NYN,NYM,E,6,N,New York Mets,Shea Stadium,1323036,NYM
1982,AL,OAK,OAK,W,5,N,Oakland Athletics,Oakland Coliseum,1735489,OAK
1982,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Veterans Stadium,2376394,PHI
1982,NL,PIT,PIT,E,4,N,Pittsburgh Pirates,Three Rivers Stadium,1024106,PIT
1982,NL,SDN,SDP,W,4,N,San Diego Padres,Jack Murphy Stadium,1607516,SDP
1982,AL,SEA,SEA,W,4,N,Seattle Mariners,Kingdome,1070404,SEA
1982,NL,SFN,SFG,W,3,N,San Francisco Giants,Candlestick Park,1200948,SFG
1982,NL,SLN,STL,E,1,Y,St. Louis Cardinals,Busch Stadium II,2111906,STL
1982,AL,TEX,TEX,W,6,N,Texas Rangers,Arlington Stadium,1154432,TEX
1982,AL,TOR,TOR,E,6,N,Toronto Blue Jays,Exhibition Stadium,1275978,TOR
1983,NL,ATL,ATL,W,2,N,Atlanta Braves,Atlanta-Fulton County Stadium,2119935,ATL
1983,AL,BAL,BAL,E,1,Y,Baltimore Orioles,Memorial Stadium,2042071,BAL
1983,AL,BOS,BOS,E,6,N,Boston Red Sox,Fenway Park II,1782285,BOS
1983,AL,CAL,ANA,W,5,N,California Angels,Anaheim Stadium,2555016,CAL
1983,AL,CHA,CHW,W,1,N,Chicago White Sox,Comiskey Park,2132821,CHW
1983,NL,CHN,CHC,E,5,N,Chicago Cubs,Wrigley Field,1479717,CHC
1983,NL,CIN,CIN,W,6,N,Cincinnati Reds,Riverfront Stadium,1190419,CIN
1983,AL,CLE,CLE,E,7,N,Cleveland Indians,Cleveland Stadium,768941,CLE
1983,AL,DET,DET,E,2,N,Detroit Tigers,Tiger Stadium,1829636,DET
1983,NL,HOU,HOU,W,3,N,Houston Astros,Astrodome,1351962,HOU
1983,AL,KCA,KCR,W,2,N,Kansas City Royals,Royals Stadium,1963875,KCR
1983,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3510313,LAD
1983,AL,MIN,MIN,W,5,N,Minnesota Twins,Hubert H Humphrey Metrodome,858939,MIN
1983,AL,ML4,MIL,E,5,N,Milwaukee Brewers,County Stadium,2397131,MIL
1983,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,2320651,MON
1983,AL,NYA,NYY,E,3,N,New York Yankees,Yankee Stadium II,2257976,NYY
1983,NL,NYN,NYM,E,6,N,New York Mets,Shea Stadium,1112774,NYM
1983,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,1294941,OAK
1983,NL,PHI,PHI,E,1,N,Philadelphia Phillies,Veterans Stadium,2128339,PHI
1983,NL,PIT,PIT,E,2,N,Pittsburgh Pirates,Three Rivers Stadium,1225916,PIT
1983,NL,SDN,SDP,W,4,N,San Diego Padres,Jack Murphy Stadium,1539815,SDP
1983,AL,SEA,SEA,W,7,N,Seattle Mariners,Kingdome,813537,SEA
1983,NL,SFN,SFG,W,5,N,San Francisco Giants,Candlestick Park,1251530,SFG
1983,NL,SLN,STL,E,4,N,St. Louis Cardinals,Busch Stadium II,2317914,STL
1983,AL,TEX,TEX,W,3,N,Texas Rangers,Arlington Stadium,1363469,TEX
1983,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Exhibition Stadium,1930415,TOR
1984,NL,ATL,ATL,W,2,N,Atlanta Braves,Atlanta-Fulton County Stadium,1724892,ATL
1984,AL,BAL,BAL,E,5,N,Baltimore Orioles,Memorial Stadium,2045784,BAL
1984,AL,BOS,BOS,E,4,N,Boston Red Sox,Fenway Park II,1661618,BOS
1984,AL,CAL,ANA,W,2,N,California Angels,Anaheim Stadium,2402997,CAL
1984,AL,CHA,CHW,W,5,N,Chicago White Sox,Comiskey Park,2136988,CHW
1984,NL,CHN,CHC,E,1,N,Chicago Cubs,Wrigley Field,2107655,CHC
1984,NL,CIN,CIN,W,5,N,Cincinnati Reds,Riverfront Stadium,1275887,CIN
1984,AL,CLE,CLE,E,6,N,Cleveland Indians,Cleveland Stadium,734079,CLE
1984,AL,DET,DET,E,1,Y,Detroit Tigers,Tiger Stadium,2704794,DET
1984,NL,HOU,HOU,W,2,N,Houston Astros,Astrodome,1229862,HOU
1984,AL,KCA,KCR,W,1,N,Kansas City Royals,Royals Stadium,1810018,KCR
1984,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,3134824,LAD
1984,AL,MIN,MIN,W,2,N,Minnesota Twins,Hubert H Humphrey Metrodome,1598692,MIN
1984,AL,ML4,MIL,E,7,N,Milwaukee Brewers,County Stadium,1608509,MIL
1984,NL,MON,WSN,E,5,N,Montreal Expos,Stade Olympique,1606531,MON
1984,AL,NYA,NYY,E,3,N,New York Yankees,Yankee Stadium II,1821815,NYY
1984,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,1842695,NYM
1984,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,1353281,OAK
1984,NL,PHI,PHI,E,4,N,Philadelphia Phillies,Veterans Stadium,2062693,PHI
1984,NL,PIT,PIT,E,6,N,Pittsburgh Pirates,Three Rivers Stadium,773500,PIT
1984,NL,SDN,SDP,W,1,N,San Diego Padres,Jack Murphy Stadium,1983904,SDP
1984,AL,SEA,SEA,W,5,N,Seattle Mariners,Kingdome,870372,SEA
1984,NL,SFN,SFG,W,6,N,San Francisco Giants,Candlestick Park,1001545,SFG
1984,NL,SLN,STL,E,3,N,St. Louis Cardinals,Busch Stadium II,2037448,STL
1984,AL,TEX,TEX,W,7,N,Texas Rangers,Arlington Stadium,1102471,TEX
1984,AL,TOR,TOR,E,2,N,Toronto Blue Jays,Exhibition Stadium,2110009,TOR
1985,NL,ATL,ATL,W,5,N,Atlanta Braves,Atlanta-Fulton County Stadium,1350137,ATL
1985,AL,BAL,BAL,E,4,N,Baltimore Orioles,Memorial Stadium,2132387,BAL
1985,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,1786633,BOS
1985,AL,CAL,ANA,W,2,N,California Angels,Anaheim Stadium,2567427,CAL
1985,AL,CHA,CHW,W,3,N,Chicago White Sox,Comiskey Park,1669888,CHW
1985,NL,CHN,CHC,E,4,N,Chicago Cubs,Wrigley Field,2161534,CHC
1985,NL,CIN,CIN,W,2,N,Cincinnati Reds,Riverfront Stadium,1834619,CIN
1985,AL,CLE,CLE,E,7,N,Cleveland Indians,Cleveland Stadium,655181,CLE
1985,AL,DET,DET,E,3,N,Detroit Tigers,Tiger Stadium,2286609,DET
1985,NL,HOU,HOU,W,3,N,Houston Astros,Astrodome,1184314,HOU
1985,AL,KCA,KCR,W,1,Y,Kansas City Royals,Royals Stadium,2162717,KCR
1985,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3264593,LAD
1985,AL,MIN,MIN,W,4,N,Minnesota Twins,Hubert H Humphrey Metrodome,1651814,MIN
1985,AL,ML4,MIL,E,6,N,Milwaukee Brewers,County Stadium,1360265,MIL
1985,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,1502494,MON
1985,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium II,2214587,NYY
1985,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2761601,NYM
1985,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,1334599,OAK
1985,NL,PHI,PHI,E,5,N,Philadelphia Phillies,Veterans Stadium,1830350,PHI
1985,NL,PIT,PIT,E,6,N,Pittsburgh Pirates,Three Rivers Stadium,735900,PIT
1985,NL,SDN,SDP,W,3,N,San Diego Padres,Jack Murphy Stadium,2210352,SDP
1985,AL,SEA,SEA,W,6,N,Seattle Mariners,Kingdome,1128696,SEA
1985,NL,SFN,SFG,W,6,N,San Francisco Giants,Candlestick Park,818697,SFG
1985,NL,SLN,STL,E,1,N,St. Louis Cardinals,Busch Stadium II,2637563,STL
1985,AL,TEX,TEX,W,7,N,Texas Rangers,Arlington Stadium,1112497,TEX
1985,AL,TOR,TOR,E,1,N,Toronto Blue Jays,Exhibition Stadium,2468925,TOR
1986,NL,ATL,ATL,W,6,N,Atlanta Braves,Atlanta-Fulton County Stadium,1387181,ATL
1986,AL,BAL,BAL,E,7,N,Baltimore Orioles,Memorial Stadium,1973176,BAL
1986,AL,BOS,BOS,E,1,N,Boston Red Sox,Fenway Park II,2147641,BOS
1986,AL,CAL,ANA,W,1,N,California Angels,Anaheim Stadium,2655872,CAL
1986,AL,CHA,CHW,W,5,N,Chicago White Sox,Comiskey Park,1424313,CHW
1986,NL,CHN,CHC,E,5,N,Chicago Cubs,Wrigley Field,1859102,CHC
1986,NL,CIN,CIN,W,2,N,Cincinnati Reds,Riverfront Stadium,1692432,CIN
1986,AL,CLE,CLE,E,5,N,Cleveland Indians,Cleveland Stadium,1471805,CLE
1986,AL,DET,DET,E,3,N,Detroit Tigers,Tiger Stadium,1899437,DET
1986,NL,HOU,HOU,W,1,N,Houston Astros,Astrodome,1734276,HOU
1986,AL,KCA,KCR,W,3,N,Kansas City Royals,Royals Stadium,2320794,KCR
1986,NL,LAN,LAD,W,5,N,Los Angeles Dodgers,Dodger Stadium,3023208,LAD
1986,AL,MIN,MIN,W,6,N,Minnesota Twins,Hubert H Humphrey Metrodome,1255453,MIN
1986,AL,ML4,MIL,E,6,N,Milwaukee Brewers,County Stadium,1265041,MIL
1986,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,1128981,MON
1986,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium II,2268030,NYY
1986,NL,NYN,NYM,E,1,Y,New York Mets,Shea Stadium,2767601,NYM
1986,AL,OAK,OAK,W,3,N,Oakland Athletics,Oakland Coliseum,1314646,OAK
1986,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Veterans Stadium,1933335,PHI
1986,NL,PIT,PIT,E,6,N,Pittsburgh Pirates,Three Rivers Stadium,1000917,PIT
1986,NL,SDN,SDP,W,4,N,San Diego Padres,Jack Murphy Stadium,1805716,SDP
1986,AL,SEA,SEA,W,7,N,Seattle Mariners,Kingdome,1029045,SEA
1986,NL,SFN,SFG,W,3,N,San Francisco Giants,Candlestick Park,1528748,SFG
1986,NL,SLN,STL,E,3,N,St. Louis Cardinals,Busch Stadium II,2471974,STL
1986,AL,TEX,TEX,W,2,N,Texas Rangers,Arlington Stadium,1692002,TEX
1986,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Exhibition Stadium,2455477,TOR
1987,NL,ATL,ATL,W,5,N,Atlanta Braves,Atlanta-Fulton County Stadium,1217402,ATL
1987,AL,BAL,BAL,E,6,N,Baltimore Orioles,Memorial Stadium,1835692,BAL
1987,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,2231551,BOS
1987,AL,CAL,ANA,W,6,N,California Angels,Anaheim Stadium,2696299,CAL
1987,AL,CHA,CHW,W,5,N,Chicago White Sox,Comiskey Park,1208060,CHW
1987,NL,CHN,CHC,E,6,N,Chicago Cubs,Wrigley Field,2035130,CHC
1987,NL,CIN,CIN,W,2,N,Cincinnati Reds,Riverfront Stadium,2185205,CIN
1987,AL,CLE,CLE,E,7,N,Cleveland Indians,Cleveland Stadium,1077898,CLE
1987,AL,DET,DET,E,1,N,Detroit Tigers,Tiger Stadium,2061830,DET
1987,NL,HOU,HOU,W,3,N,Houston Astros,Astrodome,1909902,HOU
1987,AL,KCA,KCR,W,2,N,Kansas City Royals,Royals Stadium,2392471,KCR
1987,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,2797409,LAD
1987,AL,MIN,MIN,W,1,Y,Minnesota Twins,Hubert H Humphrey Metrodome,2081976,MIN
1987,AL,ML4,MIL,E,3,N,Milwaukee Brewers,County Stadium,1909244,MIL
1987,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,1850324,MON
1987,AL,NYA,NYY,E,4,N,New York Yankees,Yankee Stadium II,2427672,NYY
1987,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,3034129,NYM
1987,AL,OAK,OAK,W,3,N,Oakland Athletics,Oakland Coliseum,1678921,OAK
1987,NL,PHI,PHI,E,4,N,Philadelphia Phillies,Veterans Stadium,2100110,PHI
1987,NL,PIT,PIT,E,4,N,Pittsburgh Pirates,Three Rivers Stadium,1161193,PIT
1987,NL,SDN,SDP,W,6,N,San Diego Padres,Jack Murphy Stadium,1454061,SDP
1987,AL,SEA,SEA,W,4,N,Seattle Mariners,Kingdome,1134255,SEA
1987,NL,SFN,SFG,W,1,N,San Francisco Giants,Candlestick Park,1917168,SFG
1987,NL,SLN,STL,E,1,N,St. Louis Cardinals,Busch Stadium II,3072122,STL
1987,AL,TEX,TEX,W,6,N,Texas Rangers,Arlington Stadium,1763053,TEX
1987,AL,TOR,TOR,E,2,N,Toronto Blue Jays,Exhibition Stadium,2778429,TOR
1988,NL,ATL,ATL,W,6,N,Atlanta Braves,Atlanta-Fulton County Stadium,848089,ATL
1988,AL,BAL,BAL,E,7,N,Baltimore Orioles,Memorial Stadium,1660738,BAL
1988,AL,BOS,BOS,E,1,N,Boston Red Sox,Fenway Park II,2464851,BOS
1988,AL,CAL,ANA,W,4,N,California Angels,Anaheim Stadium,2340925,CAL
1988,AL,CHA,CHW,W,5,N,Chicago White Sox,Comiskey Park,1115749,CHW
1988,NL,CHN,CHC,E,4,N,Chicago Cubs,Wrigley Field,2089034,CHC
1988,NL,CIN,CIN,W,2,N,Cincinnati Reds,Riverfront Stadium,2072528,CIN
1988,AL,CLE,CLE,E,6,N,Cleveland Indians,Cleveland Stadium,1411610,CLE
1988,AL,DET,DET,E,2,N,Detroit Tigers,Tiger Stadium,2081162,DET
1988,NL,HOU,HOU,W,5,N,Houston Astros,Astrodome,1933505,HOU
1988,AL,KCA,KCR,W,3,N,Kansas City Royals,Royals Stadium,2350181,KCR
1988,NL,LAN,LAD,W,1,Y,Los Angeles Dodgers,Dodger Stadium,2980262,LAD
1988,AL,MIN,MIN,W,2,N,Minnesota Twins,Hubert H Humphrey Metrodome,3030672,MIN
1988,AL,ML4,MIL,E,3,N,Milwaukee Brewers,County Stadium,1923238,MIL
1988,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,1478659,MON
1988,AL,NYA,NYY,E,5,N,New York Yankees,Yankee Stadium II,2633701,NYY
1988,NL,NYN,NYM,E,1,N,New York Mets,Shea Stadium,3055445,NYM
1988,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,2287335,OAK
1988,NL,PHI,PHI,E,6,N,Philadelphia Phillies,Veterans Stadium,1990041,PHI
1988,NL,PIT,PIT,E,2,N,Pittsburgh Pirates,Three Rivers Stadium,1866713,PIT
1988,NL,SDN,SDP,W,3,N,San Diego Padres,Jack Murphy Stadium,1506896,SDP
1988,AL,SEA,SEA,W,7,N,Seattle Mariners,Kingdome,1022398,SEA
1988,NL,SFN,SFG,W,4,N,San Francisco Giants,Candlestick Park,1785297,SFG
1988,NL,SLN,STL,E,5,N,St. Louis Cardinals,Busch Stadium II,2892799,STL
1988,AL,TEX,TEX,W,6,N,Texas Rangers,Arlington Stadium,1581901,TEX
1988,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Exhibition Stadium,2595175,TOR
1989,NL,ATL,ATL,W,6,N,Atlanta Braves,Atlanta-Fulton County Stadium,984930,ATL
1989,AL,BAL,BAL,E,2,N,Baltimore Orioles,Memorial Stadium,2535208,BAL
1989,AL,BOS,BOS,E,3,N,Boston Red Sox,Fenway Park II,2510012,BOS
1989,AL,CAL,ANA,W,3,N,California Angels,Anaheim Stadium,2647291,CAL
1989,AL,CHA,CHW,W,7,N,Chicago White Sox,Comiskey Park,1045651,CHW
1989,NL,CHN,CHC,E,1,N,Chicago Cubs,Wrigley Field,2491942,CHC
1989,NL,CIN,CIN,W,5,N,Cincinnati Reds,Riverfront Stadium,1979320,CIN
1989,AL,CLE,CLE,E,6,N,Cleveland Indians,Cleveland Stadium,1285542,CLE
1989,AL,DET,DET,E,7,N,Detroit Tigers,Tiger Stadium,1543656,DET
1989,NL,HOU,HOU,W,3,N,Houston Astros,Astrodome,1834908,HOU
1989,AL,KCA,KCR,W,2,N,Kansas City Royals,Royals Stadium,2477700,KCR
1989,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,2944653,LAD
1989,AL,MIN,MIN,W,5,N,Minnesota Twins,Hubert H Humphrey Metrodome,2277438,MIN
1989,AL,ML4,MIL,E,4,N,Milwaukee Brewers,County Stadium,1970735,MIL
1989,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,1783533,MON
1989,AL,NYA,NYY,E,5,N,New York Yankees,Yankee Stadium II,2170485,NYY
1989,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2918710,NYM
1989,AL,OAK,OAK,W,1,Y,Oakland Athletics,Oakland Coliseum,2667225,OAK
1989,NL,PHI,PHI,E,6,N,Philadelphia Phillies,Veterans Stadium,1861985,PHI
1989,NL,PIT,PIT,E,5,N,Pittsburgh Pirates,Three Rivers Stadium,1374141,PIT
1989,NL,SDN,SDP,W,2,N,San Diego Padres,Jack Murphy Stadium,2009031,SDP
1989,AL,SEA,SEA,W,6,N,Seattle Mariners,Kingdome,1298443,SEA
1989,NL,SFN,SFG,W,1,N,San Francisco Giants,Candlestick Park,2059701,SFG
1989,NL,SLN,STL,E,3,N,St. Louis Cardinals,Busch Stadium II,3080980,STL
1989,AL,TEX,TEX,W,4,N,Texas Rangers,Arlington Stadium,2043993,TEX
1989,AL,TOR,TOR,E,1,N,Toronto Blue Jays,Exhibition Stadium /Skydome,3375883,TOR
1990,NL,ATL,ATL,W,6,N,Atlanta Braves,Atlanta-Fulton County Stadium,980129,ATL
1990,AL,BAL,BAL,E,5,N,Baltimore Orioles,Memorial Stadium,2415189,BAL
1990,AL,BOS,BOS,E,1,N,Boston Red Sox,Fenway Park II,2528986,BOS
1990,AL,CAL,ANA,W,4,N,California Angels,Anaheim Stadium,2555688,CAL
1990,AL,CHA,CHW,W,2,N,Chicago White Sox,Comiskey Park,2002357,CHW
1990,NL,CHN,CHC,E,4,N,Chicago Cubs,Wrigley Field,2243791,CHC
1990,NL,CIN,CIN,W,1,Y,Cincinnati Reds,Riverfront Stadium,2400892,CIN
1990,AL,CLE,CLE,E,4,N,Cleveland Indians,Cleveland Stadium,1225240,CLE
1990,AL,DET,DET,E,3,N,Detroit Tigers,Tiger Stadium,1495785,DET
1990,NL,HOU,HOU,W,4,N,Houston Astros,Astrodome,1310927,HOU
1990,AL,KCA,KCR,W,6,N,Kansas City Royals,Royals Stadium,2244956,KCR
1990,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3002396,LAD
1990,AL,MIN,MIN,W,7,N,Minnesota Twins,Hubert H Humphrey Metrodome,1751584,MIN
1990,AL,ML4,MIL,E,6,N,Milwaukee Brewers,County Stadium,1752900,MIL
1990,NL,MON,WSN,E,3,N,Montreal Expos,Stade Olympique,1373087,MON
1990,AL,NYA,NYY,E,7,N,New York Yankees,Yankee Stadium II,2006436,NYY
1990,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2732745,NYM
1990,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,2900217,OAK
1990,NL,PHI,PHI,E,4,N,Philadelphia Phillies,Veterans Stadium,1992484,PHI
1990,NL,PIT,PIT,E,1,N,Pittsburgh Pirates,Three Rivers Stadium,2049908,PIT
1990,NL,SDN,SDP,W,4,N,San Diego Padres,Jack Murphy Stadium,1856396,SDP
1990,AL,SEA,SEA,W,5,N,Seattle Mariners,Kingdome,1509727,SEA
1990,NL,SFN,SFG,W,3,N,San Francisco Giants,Candlestick Park,1975528,SFG
1990,NL,SLN,STL,E,6,N,St. Louis Cardinals,Busch Stadium II,2573225,STL
1990,AL,TEX,TEX,W,3,N,Texas Rangers,Arlington Stadium,2057911,TEX
1990,AL,TOR,TOR,E,2,N,Toronto Blue Jays,Skydome,3885284,TOR
1991,NL,ATL,ATL,W,1,N,Atlanta Braves,Atlanta-Fulton County Stadium,2140217,ATL
1991,AL,BAL,BAL,E,6,N,Baltimore Orioles,Memorial Stadium,2552753,BAL
1991,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2562435,BOS
1991,AL,CAL,ANA,W,7,N,California Angels,Anaheim Stadium,2416236,CAL
1991,AL,CHA,CHW,W,2,N,Chicago White Sox,Comiskey Park II,2934154,CHW
1991,NL,CHN,CHC,E,4,N,Chicago Cubs,Wrigley Field,2314250,CHC
1991,NL,CIN,CIN,W,5,N,Cincinnati Reds,Riverfront Stadium,2372377,CIN
1991,AL,CLE,CLE,E,7,N,Cleveland Indians,Cleveland Stadium,1051863,CLE
1991,AL,DET,DET,E,2,N,Detroit Tigers,Tiger Stadium,1641661,DET
1991,NL,HOU,HOU,W,6,N,Houston Astros,Astrodome,1196152,HOU
1991,AL,KCA,KCR,W,6,N,Kansas City Royals,Royals Stadium,2161537,KCR
1991,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3348170,LAD
1991,AL,MIN,MIN,W,1,Y,Minnesota Twins,Hubert H Humphrey Metrodome,2293842,MIN
1991,AL,ML4,MIL,E,4,N,Milwaukee Brewers,County Stadium,1478729,MIL
1991,NL,MON,WSN,E,6,N,Montreal Expos,Stade Olympique,934742,MON
1991,AL,NYA,NYY,E,5,N,New York Yankees,Yankee Stadium II,1863733,NYY
1991,NL,NYN,NYM,E,5,N,New York Mets,Shea Stadium,2284484,NYM
1991,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,2713493,OAK
1991,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,2050012,PHI
1991,NL,PIT,PIT,E,1,N,Pittsburgh Pirates,Three Rivers Stadium,2065302,PIT
1991,NL,SDN,SDP,W,3,N,San Diego Padres,Jack Murphy Stadium,1804289,SDP
1991,AL,SEA,SEA,W,5,N,Seattle Mariners,Kingdome,2147905,SEA
1991,NL,SFN,SFG,W,4,N,San Francisco Giants,Candlestick Park,1737478,SFG
1991,NL,SLN,STL,E,2,N,St. Louis Cardinals,Busch Stadium II,2448699,STL
1991,AL,TEX,TEX,W,3,N,Texas Rangers,Arlington Stadium,2297720,TEX
1991,AL,TOR,TOR,E,1,N,Toronto Blue Jays,Skydome,4001527,TOR
1992,NL,ATL,ATL,W,1,N,Atlanta Braves,Atlanta-Fulton County Stadium,3077400,ATL
1992,AL,BAL,BAL,E,3,N,Baltimore Orioles,Oriole Park at Camden Yards,3567819,BAL
1992,AL,BOS,BOS,E,7,N,Boston Red Sox,Fenway Park II,2468574,BOS
1992,AL,CAL,ANA,W,5,N,California Angels,Anaheim Stadium,2065444,CAL
1992,AL,CHA,CHW,W,3,N,Chicago White Sox,Comiskey Park II,2681156,CHW
1992,NL,CHN,CHC,E,4,N,Chicago Cubs,Wrigley Field,2126720,CHC
1992,NL,CIN,CIN,W,2,N,Cincinnati Reds,Riverfront Stadium,2315946,CIN
1992,AL,CLE,CLE,E,4,N,Cleveland Indians,Cleveland Stadium,1224094,CLE
1992,AL,DET,DET,E,6,N,Detroit Tigers,Tiger Stadium,1423963,DET
1992,NL,HOU,HOU,W,4,N,Houston Astros,Astrodome,1211412,HOU
1992,AL,KCA,KCR,W,5,N,Kansas City Royals,Royals Stadium,1867689,KCR
1992,NL,LAN,LAD,W,6,N,Los Angeles Dodgers,Dodger Stadium,2473266,LAD
